User_ID,Gender,Age,Marital_Status,Website_Activity,Browsed_Electronics_12Mo,Bought_Electronics_12Mo,Bought_Digital_Media_18Mo,Bought_Digital_Books,Payment_Method,eReader_Adoption
7039,M,30,M,Seldom,Yes,Yes,Yes,Yes,Credit Card,Early Adopter
4715,M,61,S,Seldom,Yes,Yes,Yes,No,Credit Card,Late Majority
7730,M,41,S,Seldom,Yes,No,Yes,No,Monthly Billing,Late Majority
8559,M,58,M,Seldom,Yes,No,Yes,No,Website Account,Late Majority
3532,M,56,S,Regular,Yes,Yes,Yes,Yes,Website Account,Early Adopter
8475,M,24,M,Regular,Yes,Yes,Yes,No,Website Account,Early Adopter
9204,M,61,S,Seldom,Yes,No,Yes,Yes,Website Account,Early Majority
1737,M,43,M,Seldom,Yes,No,Yes,Yes,Bank Transfer,Early Adopter
5435,M,49,S,Seldom,Yes,Yes,Yes,Yes,Bank Transfer,Early Majority
2255,F,34,M,Seldom,Yes,Yes,Yes,No,Website Account,Late Majority
8159,M,23,M,Seldom,Yes,No,No,Yes,Bank Transfer,Early Adopter
7507,F,37,M,Regular,Yes,No,Yes,No,Monthly Billing,Early Adopter
4634,M,41,S,Seldom,Yes,Yes,Yes,No,Website Account,Late Majority
8140,M,34,S,Seldom,Yes,No,Yes,No,Monthly Billing,Late Majority
4854,M,61,M,Seldom,Yes,Yes,Yes,Yes,Credit Card,Early Majority
9726,F,63,S,Regular,Yes,No,No,No,Bank Transfer,Early Majority
3834,F,20,S,Regular,No,No,Yes,No,Website Account,Early Adopter
8860,M,21,S,Seldom,Yes,No,No,Yes,Website Account,Early Adopter
5568,F,38,M,Seldom,Yes,Yes,Yes,No,Website Account,Late Majority
2966,M,57,M,Seldom,Yes,Yes,No,Yes,Monthly Billing,Early Majority
4629,M,49,M,Regular,Yes,No,Yes,Yes,Website Account,Innovator
9220,F,30,M,Regular,Yes,No,Yes,No,Bank Transfer,Early Adopter
6525,F,34,M,Seldom,Yes,Yes,Yes,Yes,Bank Transfer,Early Adopter
4145,M,39,M,Regular,Yes,No,Yes,No,Website Account,Early Majority
4614,M,58,M,Seldom,No,Yes,No,No,Credit Card,Late Majority
3581,M,27,M,Regular,Yes,No,No,No,Bank Transfer,Innovator
8010,F,23,M,Seldom,Yes,No,Yes,Yes,Bank Transfer,Innovator
4639,M,60,M,Seldom,Yes,Yes,Yes,Yes,Bank Transfer,Early Adopter
8324,M,63,M,Seldom,Yes,Yes,Yes,No,Website Account,Late Majority
4616,F,44,M,Seldom,Yes,No,Yes,No,Bank Transfer,Late Majority
7273,F,53,S,Seldom,Yes,Yes,Yes,No,Monthly Billing,Late Majority
7573,M,59,S,Seldom,Yes,Yes,Yes,Yes,Website Account,Early Adopter
8991,M,22,S,Regular,Yes,Yes,No,No,Credit Card,Innovator
5205,M,31,S,Seldom,Yes,No,Yes,Yes,Monthly Billing,Early Adopter
3814,F,23,M,Seldom,Yes,Yes,Yes,Yes,Website Account,Early Adopter
8232,M,51,S,Frequent,Yes,Yes,No,No,Credit Card,Innovator
2987,F,32,M,Seldom,Yes,Yes,Yes,No,Bank Transfer,Late Majority
9288,F,47,M,Seldom,Yes,No,Yes,Yes,Website Account,Early Majority
3022,M,60,M,Frequent,No,Yes,Yes,No,Website Account,Early Majority
3733,F,54,S,Seldom,Yes,Yes,Yes,No,Monthly Billing,Late Majority
9981,M,63,S,Seldom,Yes,No,No,No,Bank Transfer,Late Majority
1709,M,41,S,Seldom,No,No,No,No,Monthly Billing,Late Majority
5938,M,61,M,Seldom,Yes,No,Yes,No,Credit Card,Late Majority
8331,M,61,M,Seldom,Yes,Yes,Yes,No,Website Account,Late Majority
7631,F,35,S,Frequent,Yes,No,No,No,Bank Transfer,Innovator
1159,F,56,M,Frequent,Yes,Yes,Yes,No,Website Account,Early Adopter
7918,F,57,M,Frequent,Yes,Yes,Yes,No,Monthly Billing,Early Adopter
8437,M,31,M,Seldom,Yes,Yes,Yes,No,Bank Transfer,Late Majority
8180,M,56,M,Seldom,Yes,No,Yes,Yes,Website Account,Early Majority
4148,M,20,M,Seldom,Yes,No,No,No,Website Account,Early Majority
4438,F,63,S,Seldom,Yes,No,Yes,No,Website Account,Late Majority
7065,M,34,M,Seldom,Yes,No,Yes,Yes,Monthly Billing,Early Majority
9723,M,19,S,Seldom,Yes,Yes,Yes,Yes,Bank Transfer,Early Adopter
9939,M,60,S,Seldom,Yes,Yes,No,No,Bank Transfer,Late Majority
1210,F,50,S,Seldom,Yes,Yes,Yes,No,Bank Transfer,Late Majority
8591,M,48,S,Regular,Yes,No,No,No,Monthly Billing,Early Majority
3384,F,21,S,Regular,Yes,No,No,No,Website Account,Early Adopter
6117,M,20,M,Seldom,Yes,No,Yes,No,Monthly Billing,Early Majority
7683,F,42,M,Seldom,Yes,No,Yes,Yes,Website Account,Early Adopter
5759,M,57,M,Seldom,Yes,No,Yes,Yes,Credit Card,Early Majority
6260,F,43,S,Frequent,Yes,Yes,Yes,No,Monthly Billing,Early Adopter
4921,M,37,M,Seldom,Yes,Yes,No,No,Bank Transfer,Late Majority
3736,M,26,S,Seldom,Yes,No,No,No,Credit Card,Late Majority
9458,F,26,S,Seldom,No,No,No,Yes,Website Account,Early Adopter
1779,M,46,S,Seldom,No,Yes,Yes,No,Bank Transfer,Late Majority
4633,F,62,S,Frequent,Yes,No,No,No,Website Account,Early Majority
8916,M,54,S,Regular,No,Yes,Yes,Yes,Monthly Billing,Early Adopter
2542,F,19,M,Seldom,Yes,Yes,Yes,No,Credit Card,Early Majority
3530,M,51,M,Seldom,Yes,Yes,No,Yes,Monthly Billing,Early Adopter
5465,F,33,M,Regular,Yes,No,Yes,No,Website Account,Early Adopter
7465,M,55,M,Seldom,Yes,Yes,Yes,No,Bank Transfer,Late Majority
7371,M,25,M,Regular,Yes,Yes,Yes,Yes,Website Account,Innovator
6377,M,19,S,Regular,Yes,No,Yes,No,Bank Transfer,Early Adopter
7915,F,25,M,Seldom,Yes,No,Yes,Yes,Credit Card,Early Majority
8580,F,29,M,Seldom,Yes,No,No,No,Bank Transfer,Late Majority
2769,F,52,S,Seldom,Yes,No,No,No,Website Account,Late Majority
8545,M,24,M,Seldom,No,Yes,Yes,Yes,Bank Transfer,Early Majority
9598,M,66,M,Regular,Yes,No,Yes,Yes,Bank Transfer,Early Majority
9096,M,17,M,Seldom,Yes,Yes,Yes,No,Website Account,Early Majority
7264,M,51,M,Frequent,Yes,Yes,Yes,No,Website Account,Early Adopter
4824,M,30,S,Seldom,Yes,Yes,No,No,Bank Transfer,Late Majority
1743,M,60,M,Seldom,Yes,No,Yes,No,Website Account,Late Majority
6546,M,45,M,Seldom,Yes,Yes,Yes,Yes,Bank Transfer,Early Adopter
6865,F,65,M,Seldom,Yes,Yes,Yes,No,Bank Transfer,Late Majority
2308,M,17,M,Seldom,Yes,Yes,Yes,Yes,Bank Transfer,Early Adopter
1302,M,17,M,Seldom,Yes,Yes,Yes,Yes,Bank Transfer,Innovator
8989,F,38,M,Seldom,Yes,No,Yes,Yes,Bank Transfer,Early Adopter
6016,M,49,S,Seldom,No,Yes,Yes,Yes,Website Account,Early Adopter
3616,M,30,S,Seldom,Yes,Yes,Yes,Yes,Credit Card,Early Majority
9673,M,27,S,Seldom,Yes,Yes,Yes,Yes,Bank Transfer,Early Adopter
2488,F,36,S,Seldom,Yes,No,Yes,Yes,Monthly Billing,Early Adopter
1890,F,57,S,Regular,Yes,No,Yes,Yes,Bank Transfer,Innovator
2968,M,38,S,Frequent,Yes,No,Yes,No,Credit Card,Innovator
2840,F,37,S,Seldom,Yes,Yes,Yes,No,Bank Transfer,Late Majority
5882,F,22,M,Regular,Yes,Yes,No,Yes,Credit Card,Innovator
7123,F,53,M,Seldom,Yes,No,Yes,No,Monthly Billing,Late Majority
4981,M,62,M,Regular,Yes,Yes,Yes,No,Bank Transfer,Early Majority
2525,M,52,S,Frequent,Yes,Yes,Yes,No,Credit Card,Early Adopter
6530,F,45,M,Regular,Yes,Yes,No,Yes,Bank Transfer,Early Adopter
5711,M,59,M,Regular,Yes,Yes,Yes,No,Credit Card,Early Majority
2966,F,35,M,Seldom,Yes,No,Yes,Yes,Bank Transfer,Early Majority
1070,M,33,M,Seldom,No,No,Yes,No,Monthly Billing,Late Majority
4148,M,62,M,Seldom,Yes,Yes,No,No,Credit Card,Late Majority
8123,F,31,S,Seldom,Yes,Yes,Yes,No,Bank Transfer,Late Majority
9559,M,52,S,Seldom,Yes,Yes,Yes,Yes,Monthly Billing,Early Majority
5880,F,27,M,Seldom,Yes,Yes,Yes,Yes,Monthly Billing,Early Majority
6637,M,60,M,Frequent,Yes,No,Yes,No,Website Account,Early Majority
4382,M,42,S,Seldom,Yes,No,Yes,No,Bank Transfer,Late Majority
8250,F,36,S,Seldom,Yes,No,Yes,Yes,Bank Transfer,Early Adopter
5898,F,26,M,Seldom,Yes,No,Yes,No,Website Account,Late Majority
5857,M,34,M,Regular,Yes,No,No,No,Website Account,Early Adopter
9764,F,44,M,Seldom,Yes,Yes,Yes,No,Monthly Billing,Late Majority
8493,M,66,M,Seldom,Yes,Yes,Yes,Yes,Monthly Billing,Early Majority
9781,M,37,S,Seldom,Yes,Yes,Yes,Yes,Monthly Billing,Early Adopter
4943,F,64,S,Seldom,Yes,Yes,Yes,Yes,Bank Transfer,Early Adopter
4526,F,64,S,Frequent,Yes,No,Yes,Yes,Monthly Billing,Innovator
8062,M,20,M,Regular,No,Yes,Yes,No,Website Account,Early Adopter
6775,M,61,S,Regular,Yes,No,Yes,No,Website Account,Early Majority
7324,M,20,M,Seldom,Yes,Yes,Yes,No,Bank Transfer,Early Majority
6049,F,57,M,Frequent,Yes,No,Yes,Yes,Monthly Billing,Innovator
8283,M,41,S,Seldom,Yes,Yes,Yes,No,Credit Card,Late Majority
3565,M,23,S,Seldom,Yes,No,Yes,Yes,Website Account,Early Adopter
2270,F,54,M,Frequent,Yes,Yes,Yes,No,Bank Transfer,Early Adopter
4896,F,45,M,Seldom,Yes,No,Yes,Yes,Website Account,Early Majority
4620,F,32,S,Regular,Yes,Yes,No,Yes,Credit Card,Innovator
1845,M,51,S,Frequent,Yes,No,Yes,Yes,Website Account,Innovator
5999,M,41,M,Regular,Yes,Yes,Yes,No,Credit Card,Early Majority
9287,M,35,M,Seldom,Yes,No,Yes,Yes,Website Account,Early Adopter
7571,F,28,M,Frequent,Yes,Yes,Yes,No,Website Account,Innovator
3586,M,36,S,Seldom,Yes,No,No,No,Website Account,Late Majority
5938,M,20,S,Seldom,Yes,Yes,Yes,No,Bank Transfer,Early Majority
1690,M,21,S,Regular,Yes,Yes,Yes,No,Bank Transfer,Early Adopter
5446,F,29,M,Seldom,No,No,Yes,Yes,Bank Transfer,Early Adopter
4532,F,47,M,Seldom,Yes,No,Yes,Yes,Website Account,Early Majority
7674,F,46,M,Seldom,Yes,Yes,Yes,Yes,Website Account,Early Majority
4866,F,37,M,Regular,Yes,No,No,Yes,Monthly Billing,Innovator
1367,F,41,M,Seldom,Yes,Yes,Yes,Yes,Credit Card,Early Majority
1881,F,46,S,Frequent,Yes,No,No,No,Website Account,Early Adopter
9440,F,47,S,Seldom,Yes,Yes,Yes,Yes,Website Account,Early Majority
1045,F,37,M,Seldom,Yes,No,Yes,Yes,Website Account,Early Adopter
6033,M,33,S,Regular,Yes,Yes,Yes,Yes,Credit Card,Innovator
1297,F,23,S,Seldom,Yes,Yes,Yes,Yes,Website Account,Early Majority
6536,M,35,M,Frequent,Yes,No,Yes,No,Bank Transfer,Innovator
9051,M,19,M,Regular,Yes,Yes,Yes,No,Bank Transfer,Early Adopter
6581,F,39,M,Seldom,Yes,No,Yes,No,Monthly Billing,Late Majority
6452,F,44,M,Seldom,Yes,Yes,No,No,Website Account,Late Majority
9397,M,55,M,Seldom,Yes,Yes,No,No,Credit Card,Late Majority
4635,F,26,M,Regular,Yes,Yes,Yes,No,Website Account,Early Adopter
1689,M,64,M,Seldom,Yes,Yes,Yes,No,Bank Transfer,Late Majority
2421,F,21,M,Seldom,Yes,Yes,Yes,Yes,Website Account,Innovator
1906,F,23,M,Seldom,Yes,No,Yes,Yes,Credit Card,Early Adopter
5177,M,54,M,Seldom,Yes,Yes,Yes,No,Bank Transfer,Late Majority
3479,M,16,S,Seldom,Yes,No,Yes,No,Bank Transfer,Early Majority
4304,M,40,S,Regular,Yes,Yes,Yes,No,Bank Transfer,Early Majority
5997,F,64,M,Seldom,Yes,Yes,Yes,Yes,Credit Card,Late Majority
3280,M,44,S,Seldom,Yes,Yes,Yes,Yes,Bank Transfer,Early Majority
1341,F,22,M,Seldom,Yes,No,Yes,No,Website Account,Early Majority
1850,M,59,M,Seldom,Yes,No,Yes,No,Credit Card,Late Majority
6053,F,51,M,Frequent,Yes,No,No,Yes,Website Account,Innovator
3309,M,62,M,Seldom,Yes,No,No,Yes,Bank Transfer,Early Adopter
9745,M,41,M,Regular,No,No,Yes,Yes,Monthly Billing,Early Adopter
1620,F,64,M,Seldom,Yes,No,Yes,No,Monthly Billing,Late Majority
5408,M,61,M,Frequent,Yes,No,No,No,Credit Card,Early Majority
2569,F,40,S,Seldom,Yes,Yes,Yes,No,Website Account,Late Majority
3982,M,19,S,Seldom,Yes,No,Yes,Yes,Bank Transfer,Early Adopter
5599,F,57,S,Seldom,Yes,No,Yes,Yes,Bank Transfer,Early Majority
8336,M,47,M,Seldom,Yes,No,Yes,Yes,Monthly Billing,Early Adopter
5219,F,33,S,Regular,Yes,No,No,Yes,Monthly Billing,Innovator
8476,M,20,M,Seldom,Yes,No,No,No,Monthly Billing,Early Majority
3965,M,42,M,Seldom,Yes,No,No,Yes,Website Account,Early Majority
5970,M,56,M,Seldom,Yes,Yes,Yes,No,Website Account,Late Majority
5744,M,23,M,Seldom,Yes,Yes,No,Yes,Credit Card,Early Adopter
9764,F,39,M,Regular,No,No,Yes,No,Website Account,Early Majority
3347,F,40,M,Seldom,Yes,No,Yes,No,Credit Card,Late Majority
8755,M,57,M,Frequent,Yes,Yes,Yes,Yes,Website Account,Innovator
3863,F,36,S,Regular,Yes,Yes,Yes,Yes,Bank Transfer,Early Adopter
8360,F,34,M,Seldom,Yes,Yes,Yes,No,Bank Transfer,Late Majority
7230,F,38,M,Seldom,Yes,Yes,Yes,No,Website Account,Late Majority
4063,F,21,M,Seldom,Yes,Yes,Yes,No,Website Account,Early Majority
5802,M,29,S,Regular,Yes,Yes,Yes,Yes,Website Account,Innovator
6223,M,52,M,Seldom,Yes,No,No,Yes,Bank Transfer,Early Majority
4505,F,17,M,Regular,Yes,No,Yes,No,Credit Card,Early Adopter
4490,M,58,M,Frequent,Yes,Yes,No,No,Website Account,Early Adopter
1036,F,44,S,Seldom,Yes,No,Yes,No,Credit Card,Late Majority
8834,M,53,M,Seldom,Yes,No,Yes,No,Credit Card,Late Majority
7052,M,43,M,Seldom,Yes,Yes,Yes,Yes,Bank Transfer,Early Majority
7870,F,59,M,Seldom,Yes,No,Yes,No,Bank Transfer,Late Majority
2876,M,41,M,Seldom,Yes,Yes,Yes,Yes,Credit Card,Early Majority
4972,M,26,S,Seldom,No,No,Yes,Yes,Website Account,Early Majority
2080,F,34,S,Regular,Yes,Yes,Yes,Yes,Monthly Billing,Innovator
9516,M,55,S,Seldom,Yes,Yes,Yes,Yes,Website Account,Late Majority
4625,F,55,M,Seldom,Yes,Yes,Yes,Yes,Credit Card,Early Adopter
2167,M,23,M,Seldom,Yes,Yes,Yes,No,Credit Card,Early Majority
5078,F,36,M,Seldom,Yes,Yes,No,No,Website Account,Late Majority
7871,M,52,M,Seldom,Yes,No,Yes,Yes,Website Account,Early Majority
6931,M,58,M,Seldom,Yes,No,Yes,No,Credit Card,Late Majority
9820,M,57,M,Seldom,Yes,Yes,Yes,No,Website Account,Late Majority
1815,F,62,M,Frequent,Yes,No,No,No,Website Account,Early Majority
5259,M,64,M,Seldom,Yes,No,Yes,Yes,Bank Transfer,Late Majority
8693,F,47,S,Seldom,Yes,No,Yes,Yes,Bank Transfer,Early Adopter
4847,M,57,S,Regular,Yes,No,Yes,Yes,Website Account,Innovator
1701,M,32,M,Regular,Yes,Yes,Yes,Yes,Monthly Billing,Innovator
3453,M,43,M,Seldom,Yes,No,Yes,No,Monthly Billing,Late Majority
5167,M,21,M,Seldom,Yes,Yes,Yes,No,Website Account,Early Majority
9332,F,42,S,Frequent,Yes,Yes,Yes,No,Credit Card,Early Adopter
8322,F,28,M,Seldom,Yes,No,Yes,No,Credit Card,Late Majority
8830,F,31,S,Regular,Yes,No,Yes,Yes,Bank Transfer,Early Adopter
8092,F,30,M,Seldom,Yes,Yes,Yes,No,Website Account,Late Majority
3081,F,20,S,Seldom,Yes,Yes,No,No,Website Account,Early Majority
8451,M,35,S,Seldom,Yes,No,Yes,No,Bank Transfer,Late Majority
3255,F,32,M,Frequent,Yes,Yes,No,No,Monthly Billing,Innovator
9478,M,53,S,Seldom,Yes,No,Yes,No,Website Account,Early Adopter
9111,F,34,S,Seldom,Yes,No,Yes,No,Bank Transfer,Early Adopter
3807,F,48,S,Seldom,Yes,Yes,No,Yes,Monthly Billing,Late Majority
5550,M,65,S,Regular,Yes,No,No,Yes,Credit Card,Early Majority
7905,F,53,S,Regular,Yes,Yes,No,No,Bank Transfer,Early Adopter
8395,M,64,S,Seldom,Yes,No,Yes,Yes,Bank Transfer,Late Majority
2609,F,50,M,Regular,Yes,Yes,No,No,Bank Transfer,Innovator
8760,M,43,S,Seldom,Yes,Yes,Yes,No,Website Account,Early Majority
7101,M,33,M,Seldom,Yes,No,Yes,No,Monthly Billing,Innovator
2301,F,53,S,Seldom,Yes,No,Yes,No,Website Account,Early Adopter
7526,M,35,M,Regular,Yes,Yes,Yes,No,Bank Transfer,Late Majority
7695,M,50,M,Seldom,Yes,No,No,Yes,Credit Card,Innovator
7258,F,29,S,Seldom,Yes,No,Yes,No,Website Account,Innovator
3454,M,34,S,Regular,Yes,No,Yes,Yes,Website Account,Late Majority
7352,M,63,M,Seldom,Yes,Yes,Yes,Yes,Website Account,Early Adopter
5397,F,40,M,Seldom,Yes,No,Yes,No,Bank Transfer,Early Adopter
2556,F,26,M,Seldom,Yes,Yes,Yes,No,Bank Transfer,Early Majority
3741,M,28,M,Seldom,Yes,No,Yes,Yes,Website Account,Late Majority
8884,M,54,S,Regular,Yes,Yes,Yes,No,Credit Card,Early Adopter
9870,F,61,M,Regular,Yes,Yes,Yes,No,Monthly Billing,Early Majority
3429,M,29,S,Seldom,Yes,No,Yes,No,Website Account,Late Majority
9130,F,63,M,Seldom,Yes,No,Yes,No,Website Account,Late Majority
8860,F,51,M,Seldom,Yes,Yes,Yes,No,Bank Transfer,Late Majority
5016,F,64,M,Regular,Yes,No,No,No,Website Account,Innovator
6950,F,49,S,Seldom,Yes,Yes,Yes,Yes,Bank Transfer,Early Adopter
7565,M,34,S,Seldom,Yes,No,Yes,Yes,Bank Transfer,Early Adopter
4686,M,34,M,Seldom,Yes,No,Yes,Yes,Website Account,Late Majority
8122,F,28,M,Seldom,Yes,No,Yes,Yes,Bank Transfer,Early Adopter
9455,M,45,S,Regular,Yes,Yes,Yes,No,Website Account,Early Adopter
4625,M,57,S,Seldom,Yes,No,Yes,No,Bank Transfer,Early Majority
2524,F,61,M,Seldom,Yes,Yes,Yes,No,Website Account,Early Majority
8508,M,64,M,Seldom,Yes,No,No,No,Bank Transfer,Early Majority
8191,M,66,M,Regular,Yes,Yes,Yes,No,Bank Transfer,Late Majority
7415,M,23,M,Regular,Yes,No,Yes,No,Website Account,Innovator
3721,M,43,S,Seldom,Yes,Yes,Yes,Yes,Bank Transfer,Early Majority
8486,M,29,M,Regular,Yes,No,Yes,No,Bank Transfer,Late Majority
4314,F,46,S,Regular,Yes,Yes,Yes,No,Bank Transfer,Innovator
4388,M,46,S,Seldom,Yes,No,Yes,Yes,Website Account,Late Majority
1167,M,46,S,Frequent,Yes,No,No,No,Website Account,Early Adopter
2887,M,57,S,Seldom,Yes,Yes,Yes,Yes,Bank Transfer,Late Majority
9926,M,43,S,Seldom,Yes,Yes,Yes,Yes,Website Account,Early Majority
1225,F,46,S,Seldom,Yes,No,Yes,Yes,Monthly Billing,Late Majority
8372,M,30,M,Seldom,Yes,Yes,Yes,Yes,Website Account,Innovator
8009,M,58,S,Seldom,Yes,No,Yes,No,Website Account,Late Majority
9321,M,64,M,Seldom,Yes,No,Yes,No,Credit Card,Early Adopter
7041,M,22,S,Seldom,Yes,No,Yes,No,Bank Transfer,Late Majority
1595,F,36,S,Frequent,Yes,No,Yes,No,Website Account,Late Majority
9768,F,61,M,Frequent,Yes,No,No,No,Monthly Billing,Early Adopter
4299,F,21,S,Seldom,Yes,No,No,No,Credit Card,Late Majority
4757,M,40,M,Seldom,Yes,Yes,Yes,Yes,Bank Transfer,Early Adopter
1643,M,51,S,Regular,Yes,No,Yes,Yes,Website Account,Early Adopter
6625,F,64,S,Seldom,Yes,No,Yes,Yes,Website Account,Early Adopter
6711,F,44,S,Seldom,Yes,No,Yes,No,Monthly Billing,Early Adopter
2310,F,64,M,Frequent,No,Yes,No,Yes,Website Account,Late Majority
7793,M,41,S,Seldom,Yes,Yes,Yes,No,Bank Transfer,Early Majority
1003,F,50,S,Seldom,Yes,No,No,No,Website Account,Early Majority
3736,F,52,S,Seldom,Yes,Yes,Yes,No,Credit Card,Early Majority
8773,M,62,M,Seldom,Yes,No,Yes,No,Website Account,Innovator
9515,F,60,M,Seldom,Yes,Yes,Yes,Yes,Monthly Billing,Early Adopter
9024,M,46,M,Regular,Yes,No,Yes,No,Credit Card,Early Adopter
8245,M,46,M,Seldom,Yes,Yes,Yes,Yes,Monthly Billing,Early Adopter
7054,M,17,M,Seldom,Yes,Yes,Yes,Yes,Website Account,Early Adopter
7790,F,28,M,Seldom,Yes,No,Yes,No,Monthly Billing,Late Majority
8466,M,41,S,Seldom,Yes,No,No,Yes,Bank Transfer,Early Adopter
1202,M,43,M,Frequent,Yes,Yes,No,Yes,Website Account,Early Majority
9076,F,33,S,Seldom,Yes,Yes,Yes,No,Website Account,Early Majority
2273,M,44,M,Regular,Yes,Yes,Yes,Yes,Website Account,Early Adopter
2749,M,48,M,Frequent,Yes,Yes,Yes,No,Bank Transfer,Early Adopter
9262,F,38,S,Regular,Yes,Yes,Yes,Yes,Bank Transfer,Early Adopter
3381,M,57,M,Frequent,Yes,No,Yes,No,Website Account,Late Majority
9777,M,45,S,Seldom,Yes,No,Yes,No,Credit Card,Early Majority
1883,M,32,S,Seldom,Yes,Yes,Yes,Yes,Bank Transfer,Late Majority
2918,M,51,M,Seldom,Yes,Yes,Yes,No,Website Account,Early Majority
4454,F,40,M,Regular,Yes,Yes,Yes,Yes,Website Account,Early Majority
4211,F,63,M,Frequent,No,Yes,No,Yes,Website Account,Early Majority
3109,F,50,S,Seldom,Yes,Yes,No,Yes,Bank Transfer,Late Majority
3672,M,16,M,Seldom,Yes,No,Yes,No,Credit Card,Early Majority
6156,F,49,M,Seldom,Yes,No,Yes,No,Bank Transfer,Early Adopter
7674,F,45,M,Regular,Yes,Yes,Yes,Yes,Bank Transfer,Late Majority
9416,F,62,M,Regular,No,Yes,Yes,No,Bank Transfer,Early Majority
1985,M,61,M,Seldom,Yes,Yes,Yes,No,Monthly Billing,Innovator
9509,M,47,S,Regular,Yes,No,No,Yes,Credit Card,Early Adopter
3818,M,44,M,Regular,Yes,No,No,No,Credit Card,Late Majority
2544,F,46,S,Seldom,Yes,Yes,No,No,Bank Transfer,Early Adopter
7823,M,26,M,Regular,Yes,Yes,Yes,No,Website Account,Early Majority
3342,F,35,S,Regular,Yes,Yes,No,No,Website Account,Early Adopter
4653,F,29,S,Seldom,Yes,No,Yes,No,Website Account,Early Adopter
8587,F,49,M,Regular,No,Yes,Yes,No,Credit Card,Late Majority
6016,F,56,S,Seldom,Yes,No,Yes,No,Website Account,Early Majority
8470,F,22,M,Regular,Yes,Yes,Yes,No,Credit Card,Early Adopter
7522,F,48,M,Seldom,Yes,Yes,Yes,No,Bank Transfer,Late Majority
3757,M,44,S,Regular,Yes,No,Yes,No,Website Account,Innovator
6838,F,47,S,Seldom,Yes,Yes,No,Yes,Credit Card,Innovator
4771,F,53,S,Seldom,Yes,No,Yes,Yes,Credit Card,Early Adopter
3316,F,53,M,Seldom,Yes,No,Yes,Yes,Website Account,Early Majority
6172,M,22,M,Seldom,Yes,No,No,No,Monthly Billing,Late Majority
3529,F,34,S,Regular,Yes,Yes,Yes,No,Website Account,Innovator
1828,M,19,M,Regular,Yes,Yes,Yes,Yes,Website Account,Early Adopter
6554,M,24,M,Regular,Yes,No,Yes,No,Bank Transfer,Early Majority
1298,M,54,M,Seldom,Yes,No,Yes,Yes,Website Account,Early Adopter
9049,M,41,M,Seldom,Yes,Yes,Yes,No,Website Account,Early Majority
1756,M,65,S,Regular,Yes,Yes,Yes,Yes,Credit Card,Early Majority
5309,M,56,S,Seldom,Yes,No,Yes,Yes,Bank Transfer,Early Majority
5592,F,56,S,Regular,Yes,No,No,Yes,Website Account,Early Adopter
8530,M,21,S,Seldom,Yes,Yes,Yes,No,Bank Transfer,Innovator
9547,M,57,S,Regular,Yes,Yes,Yes,Yes,Bank Transfer,Innovator
5064,F,17,S,Seldom,Yes,No,Yes,Yes,Website Account,Early Adopter
2669,F,36,M,Seldom,Yes,No,Yes,Yes,Bank Transfer,Early Majority
4304,M,18,M,Seldom,Yes,No,Yes,Yes,Monthly Billing,Early Majority
5965,M,40,M,Seldom,Yes,Yes,Yes,Yes,Bank Transfer,Early Majority
3204,F,27,M,Regular,Yes,Yes,Yes,Yes,Monthly Billing,Early Majority
7229,M,27,M,Regular,No,No,Yes,No,Monthly Billing,Early Majority
9711,F,58,S,Regular,Yes,Yes,Yes,No,Website Account,Innovator
3291,F,26,S,Regular,Yes,No,Yes,Yes,Bank Transfer,Early Majority
2088,F,45,M,Seldom,Yes,No,Yes,Yes,Bank Transfer,Early Majority
4632,F,43,M,Seldom,Yes,Yes,Yes,Yes,Website Account,Early Majority
8450,M,48,S,Frequent,Yes,Yes,Yes,Yes,Website Account,Late Majority
2048,F,32,M,Regular,Yes,No,Yes,No,Website Account,Early Adopter
9630,F,26,M,Seldom,Yes,No,Yes,Yes,Website Account,Early Majority
9982,F,55,S,Seldom,Yes,No,Yes,No,Monthly Billing,Early Adopter
2542,M,57,S,Regular,No,Yes,Yes,Yes,Bank Transfer,Early Majority
